"id",name_en,name_zh,"generation_id","base_hp","base_attack","base_defense","base_sp_attack","base_sp_defense","base_speed","height","weight","base_experience","gender_rate","capture_rate","growth_rate_id","description","order"
"161","sentret","尾立","2","35","46","34","35","45","20","0.8","6.0","43","4","255","2","","161"
"162","furret","大尾立","2","85","76","64","45","55","90","1.8","32.5","145","4","90","2","","162"
"163","hoothoot","咕咕","2","60","30","30","36","56","50","0.7","21.2","52","4","255","2","总是在固定的时间鸣叫，
因此也有训练家
拿它来代替钟表带出门。","163"
"164","noctowl","猫头夜鹰","2","100","50","50","86","96","70","1.6","40.8","158","4","90","2","开始思考事情时，
会将脖子旋转１８０度，
以此提高大脑的工作效率。","164"
"165","ledyba","芭瓢虫","2","40","20","30","40","80","55","1.0","10.8","53","4","255","3","非常胆小的宝可梦。
会和伙伴一起张开反射壁来保护巢穴。","165"
"166","ledian","安瓢虫","2","55","35","50","55","110","85","1.4","35.6","137","4","90","3","在夜空中飞翔的同时
会抛撒闪闪发光的粉末。
据说粉末沾到身上就会有好事发生。","166"
"167","spinarak","圆丝蛛","2","40","60","40","40","40","30","0.5","8.5","50","4","255","3","牙齿上的毒并不强烈，
但用来削弱那些挂在网上
无法动弹的猎物是绰绰有余了。","167"
"168","ariados","阿利多斯","2","70","90","70","60","70","40","1.1","33.5","140","4","90","3","会通过吐丝来捕捉猎物。
到了晚上，就会离开
巢穴并积极地狩猎。","168"
"169","crobat","叉字蝠","2","85","90","80","70","80","130","1.8","75.0","241","4","90","2","可以自由地控制４根翅膀
振翅而飞。即使在狭窄的
洞窟内也能保持速度飞来飞去。","169"
"170","chinchou","灯笼鱼","2","75","38","38","56","56","67","0.5","12.0","66","4","190","1","在黑暗的海底，
触手上不断闪烁着的光
是它们唯一的通信手段。","170"
"171","lanturn","电灯怪","2","125","58","58","76","76","67","1.2","22.5","161","4","75","1","发出强光蒙住猎物的眼睛。
抓住那一瞬间的空档，
使其遭受电的攻击。","171"
"172","pichu","皮丘","2","20","40","15","35","35","60","0.3","2.0","41","4","190","2","脸颊上的电囊还很小，
如果囊里的电太多了，
就会漏出来电到自己。","172"
"173","cleffa","皮宝宝","2","50","25","28","45","55","15","0.3","3.0","44","6","150","3","有着星星一样的轮廓。
由于那外形，人们相信
它是乘着流星而来的。","173"
"174","igglybuff","宝宝丁","2","90","30","15","40","20","15","0.3","1.0","42","6","170","3","用柔软的身体弹跳著移动。
当它的体温上升时，
身体会变成深粉红色。","174"
"175","togepi","波克比","2","35","20","65","40","65","20","0.3","1.5","49","1","190","3","好运的象征。
据说在它的壳里
装着满满的幸福。","175"
"176","togetic","波克基古","2","55","40","85","80","105","40","0.6","3.2","142","1","75","3","不待在温柔的人身边
就会变得没有精神。
不挥动翅膀也能浮在空中。","176"
"177","natu","天然雀","2","40","50","45","70","45","70","0.2","2.0","64","4","190","2","由于羽翼未丰，
所以会跳着移动。
一直在注视着什么。","177"
"178","xatu","天然鸟","2","65","75","70","95","70","95","1.5","15.0","165","4","75","2","能够看穿过去和未来。
日复一日注视着太阳
动向的奇异宝可梦。","178"
"179","mareep","咩利羊","2","55","40","40","65","45","35","0.6","7.8","56","4","235","4","绒毛摩擦产生的电力会被储存起来。
如果觉得可爱而直接用手碰它的话，
就会被啪地一下电得又麻又痛。","179"
"180","flaaffy","茸茸羊","2","70","55","55","80","60","45","0.8","13.3","128","4","120","4","能将电力储存在松软的毛发中。
因为储存了太多电力，所以身上
有些地方已经变得光秃秃的了。","180"
"181","ampharos","电龙","2","90","75","85","115","90","55","1.4","61.5","230","4","45","4","尾巴会发出很强的亮光。
从以前起，它就被船员们
当做路标而深受重视。","181"
"182","bellossom","美丽花","2","75","80","95","90","100","50","0.4","5.8","221","4","45","4","有时能看到美丽花聚在一起
做着像是跳舞一样的动作。
据说这是呼唤太阳的仪式。","182"
"183","marill","玛力露","2","70","20","50","20","50","40","0.4","8.5","88","4","190","3","体毛的防水性能很好，
就算是从冰冷的海里上岸，
身体也会立刻干掉，一点都不冷。","183"
"184","azumarill","玛力露丽","2","100","50","80","60","80","50","0.8","28.5","189","4","75","3","会制作填满空气的泡泡。
当露力丽在河里玩的时候，
它就会用这个泡泡包住露力丽。","184"
"185","sudowoodo","树才怪","2","70","100","115","30","65","30","1.2","38.0","144","4","65","2","为了不被袭击会模仿树的样子。
很讨厌水，所以下雨后，
不知什么时候就会消失。","185"
"186","politoed","蚊香蛙皇","2","90","75","75","90","100","70","1.1","33.9","225","4","45","4","雄性的叫声更响亮。
叫声低沉可怕的蚊香蛙皇
更能受到雌性的欢迎。","186"
"187","hoppip","毽子草","2","35","35","40","35","55","50","0.4","0.5","50","4","255","4","","187"
"188","skiploom","毽子花","2","55","45","50","45","65","80","0.6","1.0","119","4","120","4","","188"
"189","jumpluff","毽子棉","2","75","55","70","55","95","110","0.8","3.0","207","4","45","4","","189"
"190","aipom","长尾怪手","2","55","70","55","40","55","85","0.8","11.5","72","4","45","3","会从树上寻找猎物。
发现喜食的甜竹竹后，
就会兴奋地飞扑过去。","190"
"191","sunkern","向日种子","2","30","30","30","30","30","30","0.3","1.8","36","4","235","4","","191"
"192","sunflora","向日花怪","2","75","75","55","105","85","30","0.8","8.5","149","4","120","4","","192"
"193","yanma","蜻蜻蜓","2","65","65","45","75","45","95","1.2","38.0","78","4","75","2","","193"
"194","wooper","乌波","2","55","45","45","25","25","15","0.4","8.5","42","4","255","2","为了在地面上行走时
不让皮肤干燥，会用
有毒的粘膜覆盖身体。","194"
"195","quagsire","沼王","2","95","85","85","65","65","35","1.4","75.0","151","4","90","2","身体总是滑溜溜的。
虽然游泳时头总会撞到河底，
但它自己毫不在意。","195"
"196","espeon","太阳伊布","2","65","65","60","130","95","110","0.9","26.5","184","1","45","2","从额头的珠子放射出精神力量
进行战斗。当力量用尽时，
珠子的颜色也会褪去。","196"
"197","umbreon","月亮伊布","2","95","65","110","60","130","65","1.0","27.0","184","1","45","2","在满月之夜或是兴奋的时候，
它身上圈圈一样的花纹
就会发出金黄色的光。","197"
"198","murkrow","黑暗鸦","2","60","85","42","85","42","91","0.5","2.1","81","4","30","4","会为老大去寻找闪闪发光的东西。
据说它很不吉利，厌恶它的人也很多。","198"
"199","slowking","呆呆王","2","95","75","80","100","110","30","2.0","79.5","172","4","70","2","虽然无论向呆呆王提出
什么难题它都会帮忙解决，
但是谁都无法理解它的语言。","199"
"200","misdreavus","梦妖","2","60","60","60","85","85","85","0.7","1.0","87","4","45","3","会通过模仿人哭叫的声音
来吓唬大家并以此为乐。
不擅长对付胆大的对手。","200"
"201","unown","未知图腾","2","48","72","48","72","48","48","0.5","5.0","118","-1","225","2","","201"
"202","wobbuffet","果然翁","2","190","33","58","33","58","33","1.3","28.5","142","4","45","2","为了隐藏漆黑的尾巴
而悄悄地生活在黑暗之中。
不会主动发起攻击。","202"
"203","girafarig","麒麟奇","2","70","80","65","90","65","85","1.5","41.5","159","4","60","2","","203"
"204","pineco","榛果球","2","50","65","90","35","35","15","0.6","7.2","58","4","190","2","会用唾液将树皮粘在自己身上，
从而让自己变得又厚又大。
上了年纪的榛果球是无比巨大的。","204"
"205","forretress","佛烈托斯","2","75","90","140","60","60","40","1.2","125.8","163","4","75","2","仅在吞下猎物的瞬间，壳里面的
身体才会出现，但至今仍未有
人或宝可梦见过其真面目。","205"
"206","dunsparce","土龙弟弟","2","100","70","70","65","65","45","1.5","14.0","145","4","190","2","栖息在像迷宫一样的巢穴里。
能通过土壤的气味来判断自己的
位置，所以绝对不会迷路。","206"
"207","gligar","天蝎","2","65","75","105","35","65","85","1.1","64.8","86","4","60","4","","207"
"208","steelix","大钢蛇","2","75","85","200","55","65","30","9.2","400.0","179","4","25","2","人们认为它的身体是因为
堆积了很多和泥土一起吞下的
铁元素，才会发生变化的。","208"
"209","snubbull","布鲁","2","60","80","50","40","40","30","0.6","7.8","60","6","190","3","它和看上去不同，其实很胆小。
所以如果把它和小狗宝可梦
放在一起，它就有可能会受到欺负。","209"
"210","granbull","布鲁皇","2","90","120","75","60","60","45","1.4","48.7","158","6","75","3","虽然深受年轻女性的欢迎，
但它胆小怕事，内心柔弱，
所以无法成为一条看门犬。","210"
"211","qwilfish","千针鱼","2","65","95","85","55","55","85","0.5","3.9","88","4","45","2","全身上下的小针都是由鳞片
变化而来的。如果被刺中的话，
就会因中毒而昏迷。","211"
"212","scizor","巨钳螳螂","2","70","130","100","55","80","65","1.8","118.0","175","4","25","2","虽然身体纤细，却有着
惊人的攻击力。身体的
肌肉也是由金属构成的。","212"
"213","shuckle","壶壶","2","20","10","230","10","230","5","0.6","20.5","177","4","190","4","储存在壶形甲壳里的
树果会在不知不觉间
变成黏糊糊的果汁。","213"
"214","heracross","赫拉克罗斯","2","80","125","75","40","95","85","1.5","54.0","175","4","45","1","能轻轻松松地举起比自己
体重还重１００倍的东西，
是以一身怪力为傲的宝可梦。","214"
"215","sneasel","狃拉","2","55","95","55","35","75","115","0.9","28.0","86","4","60","4","狡黠凶恶的性格。
趁着双亲不在就侵入巢穴，
将蛋盗出。","215"
"216","teddiursa","熊宝宝","2","60","80","50","50","50","40","0.6","8.8","66","4","120","2","","216"
"217","ursaring","圈圈熊","2","90","130","75","75","75","55","1.8","125.8","175","4","60","2","","217"
"218","slugma","熔岩虫","2","40","40","40","70","40","20","0.7","35.0","50","4","190","2","","218"
"219","magcargo","熔岩蜗牛","2","60","50","120","90","80","30","0.8","55.0","151","4","75","2","","219"
"220","swinub","小山猪","2","50","50","40","30","30","50","0.4","6.5","50","4","225","1","嗅到诱人的香味时，
便会不顾一切地朝着
气味的方向飞奔过去。","220"
"221","piloswine","长毛猪","2","100","100","80","60","60","50","1.1","55.8","158","4","75","1","虽然４只脚很短，
但因为蹄子很宽很粗糙，
所以就算在雪地上行走也不会打滑。","221"
"222","corsola","太阳珊瑚","2","65","55","95","65","95","35","0.6","5.0","144","6","60","3","在温暖的大海里生活。
也曾经大量栖息于
上古时期的伽勒尔近海。","222"
"223","remoraid","铁炮鱼","2","35","65","35","65","35","65","0.6","12.0","60","4","190","2","会用变成吸盘状的背鳍
吸附在巨翅飞鱼身上，
让它分一点吃剩的东西给自己吃。","223"
"224","octillery","章鱼桶","2","75","105","75","105","75","45","0.9","28.5","168","4","75","2","有着结实的坚硬脑袋。
会用带吸盘的脚缠住对手，
然后再一个劲地用头猛撞。","224"
"225","delibird","信使鸟","2","45","55","45","65","45","75","0.9","16.0","116","4","45","3","因为有跟人类及宝可梦
分享自己食物的习性，
所以一直都在到处寻找食物。","225"
"226","mantine","巨翅飞鱼","2","85","40","70","80","140","70","2.1","220.0","170","4","25","1","悠然地畅游在大海中。
就算有觊觎食物残渣的铁炮鱼
吸附在自己身上也毫不在意。","226"
"227","skarmory","盔甲鸟","2","65","80","140","40","70","70","1.7","50.5","163","4","25","1","由于它身上掉落下来的羽毛
可以用来制剑，因此作为纹章
的图案也很有人气。","227"
"228","houndour","戴鲁比","2","45","60","30","80","50","65","0.6","10.8","66","4","120","1","会在天亮之前反复发出恐怖的长嚎，
并以此来彰显自己群体的存在。","228"
"229","houndoom","黑鲁加","2","75","90","50","110","80","95","1.4","35.0","175","4","45","1","恐怖的长嚎是其特征。
过去人们曾认为它是来自
地狱的使者而对其心存畏惧。","229"
"230","kingdra","刺龙王","2","75","95","95","95","95","85","1.8","152.0","243","4","45","2","身上掉下的鳞片闪耀着
高雅而有深度的光泽，
甚至会被拿去进献给王族。","230"
"231","phanpy","小小象","2","90","60","60","40","40","40","0.5","33.5","66","4","120","2","","231"
"232","donphan","顿甲","2","90","120","120","60","60","50","1.1","120.0","175","4","60","2","","232"
"233","porygon2","多边兽２型","2","85","80","90","105","95","60","0.6","32.5","180","-1","45","2","在装载了ＡＩ功能后，
多边兽２型便开始用只有彼此
能懂的神秘语言互相交流了。","233"
"234","stantler","惊角鹿","2","73","95","62","85","65","85","1.4","71.2","163","4","45","1","","234"
"235","smeargle","图图犬","2","55","20","35","20","45","75","1.2","58.0","88","4","45","3","会用尾巴前端渗出的体液画下标记。
对于有些标记，爱好者会以高价买卖。","235"
"236","tyrogue","无畏小子","2","35","35","35","35","35","35","0.7","21.0","42","0","75","2","体型偏小却不可轻视，
因为它只要发现合适的对手
便会马上扑上去大打出手。","236"
"237","hitmontop","战舞郎","2","50","95","95","35","110","70","1.4","48.0","159","0","45","2","会通过倒立来扰乱
对方的节奏，然后
趁隙施展华丽的踢击。","237"
"238","smoochum","迷唇娃","2","45","30","15","85","65","65","0.4","6.0","61","8","45","2","好奇心旺盛的宝可梦。
不管是什么都会试着用
嘴唇去触碰，确认是否喜欢。","238"
"239","elekid","电击怪","2","45","63","37","65","55","95","0.6","23.5","72","2","45","2","储存电力的本领还不到家。
为了吸取电力，会偷偷
潜入民宅寻找插座。","239"
"240","magby","鸭嘴宝宝","2","45","75","37","70","55","83","0.7","21.4","73","2","45","2","栖息在火山地带。
会浸泡在岩浆中，
疗愈一整天的疲劳。","240"
"241","miltank","大奶罐","2","95","80","105","40","70","100","1.2","75.5","172","8","45","1","如果不每天帮它挤鲜奶，
它的身体就会不舒服。
鲜奶的味道会随季节改变。","241"
"242","blissey","幸福蛋","2","255","10","10","75","135","55","1.5","46.8","608","8","30","3","会生下装满幸福的奇妙之蛋。
据说，吃下它的蛋的人，
能够对所有人都温柔相待。","242"
"243","raikou","雷公","2","90","85","75","115","100","115","1.9","178.0","261","-1","3","1","","243"
"244","entei","炎帝","2","115","115","85","90","75","100","2.1","198.0","261","-1","3","1","","244"
"245","suicune","水君","2","100","75","115","90","115","85","2.0","187.0","261","-1","3","1","","245"
"246","larvitar","幼基拉斯","2","50","64","50","45","50","41","0.6","72.0","60","4","45","1","以吃土为生。
吃掉一座大山后，
就会为了成长而开始沉睡。","246"
"247","pupitar","沙基拉斯","2","70","84","70","65","70","51","1.2","152.0","144","4","45","1","虽然是蛹却不会呆着不动。
在坚硬的甲壳之下
已经长出了手脚。","247"
"248","tyranitar","班基拉斯","2","100","134","110","95","100","61","2.0","202.0","270","4","45","1","当它带着巨大轰鸣声迈开脚步，
就连大山都会为之崩裂，
周围的地形也会因此改变。","248"
"249","lugia","洛奇亚","2","106","90","130","90","154","110","5.2","216.0","306","-1","3","1","","249"
"250","ho-oh","凤王","2","106","130","90","110","154","90","3.8","199.0","306","-1","3","1","","250"
"251","celebi","时拉比","2","100","100","100","100","100","100","0.6","5.0","270","-1","45","4","从未来穿越时光而来。
能够治愈伤痛，
也会把自己的力量分给草木。","251"
"252","treecko","木守宫","3","40","45","35","65","55","70","0.5","5.0","62","1","45","4","","252"
"253","grovyle","森林蜥蜴","3","50","65","45","85","65","95","0.9","21.6","142","1","45","4","","253"
"254","sceptile","蜥蜴王","3","70","85","65","105","85","120","1.7","52.2","239","1","45","4","","254"
"255","torchic","火稚鸡","3","45","60","40","70","50","45","0.4","2.5","62","1","45","4","","255"
"256","combusken","力壮鸡","3","60","85","60","85","60","55","0.9","19.5","142","1","45","4","","256"
"257","blaziken","火焰鸡","3","80","120","70","110","70","80","1.9","52.0","239","1","45","4","","257"
"258","mudkip","水跃鱼","3","50","70","50","50","50","40","0.4","7.6","62","1","45","4","","258"
"259","marshtomp","沼跃鱼","3","70","85","70","60","70","50","0.7","28.0","142","1","45","4","","259"
"260","swampert","巨沼怪","3","100","110","90","85","90","60","1.5","81.9","241","1","45","4","","260"
"261","poochyena","土狼犬","3","35","55","35","30","30","35","0.5","13.6","56","4","255","2","","261"
"262","mightyena","大狼犬","3","70","90","70","60","60","70","1.0","37.0","147","4","127","2","","262"
"263","zigzagoon","蛇纹熊","3","38","30","41","30","41","60","0.4","17.5","56","4","255","2","伽勒尔的蛇纹熊适应了
其他地区环境后的样子。
十分擅长找东西。","263"
"264","linoone","直冲熊","3","78","70","61","50","61","100","0.5","32.5","147","4","90","2","用自己超群的爆发力
和锐利的爪子来制服猎物。
不擅长在弯曲的道路上奔跑。","264"
"265","wurmple","刺尾虫","3","45","45","35","20","30","20","0.3","3.6","56","4","255","2","","265"
"266","silcoon","甲壳茧","3","50","35","55","25","25","15","0.6","10.0","72","4","120","2","","266"
"267","beautifly","狩猎凤蝶","3","60","70","50","100","50","65","1.0","28.4","178","4","45","2","","267"
"268","cascoon","盾甲茧","3","50","35","55","25","25","15","0.7","11.5","72","4","120","2","","268"
"269","dustox","毒粉蛾","3","60","50","70","50","90","65","1.2","31.6","173","4","45","2","","269"
"270","lotad","莲叶童子","3","40","30","30","40","50","30","0.5","2.6","44","4","255","4","因为叶子长得太大太重，
所以才会改变习性，
漂浮在水面上生活。","270"
"271","lombre","莲帽小童","3","60","50","50","60","70","50","1.2","32.5","119","4","120","4","住在日照良好的水边。
白天在水草做的床上睡觉，
太阳下山后就会出来活动。","271"
"272","ludicolo","乐天河童","3","80","70","70","90","100","70","1.5","55.0","216","4","45","4","乐天河童会跟着
欢快的音乐摇摆身体，
从而增强自己的力量。","272"
"273","seedot","橡实果","3","40","40","50","30","30","30","0.5","4.0","44","4","255","4","会将头顶粘在树枝上悬挂着。
也有被大风吹落的时候。","273"
"274","nuzleaf","长鼻叶","3","70","70","40","60","40","60","1.0","28.0","119","4","120","4","长鼻叶居住在大树上的洞穴里，
它吹奏出的草笛声
会让听到的人感到不安。","274"
"275","shiftry","狡猾天狗","3","90","100","60","90","60","80","1.3","59.6","216","4","45","4","在森林深处静静地生活。
据说当它扇动大大的团扇，
就会刮起冬日寒风。","275"
"276","taillow","傲骨燕","3","40","55","30","30","30","85","0.3","2.3","54","4","200","4","","276"
"277","swellow","大王燕","3","60","85","60","75","50","125","0.7","19.8","159","4","45","4","","277"
"278","wingull","长翅鸥","3","40","30","30","55","30","85","0.6","9.5","54","4","190","2","利用气流，
不拍打翅膀就能飞上天空。
会在海边的岩壁上筑巢。","278"
"279","pelipper","大嘴鸥","3","60","50","100","95","70","65","1.2","28.0","154","4","45","2","会贴着海面飞行，
用大大的鸟嘴连着海水一起
把食物捞起来带走。","279"
"280","ralts","拉鲁拉丝","3","28","25","25","45","35","40","0.4","6.6","40","4","235","1","用红色的角捕捉到
人和宝可梦的温情后，
全身也会稍稍变暖起来。","280"
"281","kirlia","奇鲁莉安","3","38","35","35","65","55","50","0.8","20.2","97","4","120","1","可以通过操纵精神力量
扭曲周围的空间来看清未来。","281"
"282","gardevoir","沙奈朵","3","68","65","65","125","115","80","1.6","48.4","233","4","45","1","如果是为了保护训练家，
它就会用尽自己的精神力量
制造出小型黑洞。","282"
"283","surskit","溜溜糖球","3","40","30","32","50","52","65","0.5","1.7","54","4","200","2","栖息在水草丛生的池塘或沼泽里。
会经常和栖息地以及食物
都与自己相近的滴蛛争斗。","283"
"284","masquerain","雨翅蛾","3","70","60","62","100","82","80","0.8","3.6","159","4","75","2","像薄薄的翅膀一样的触角
很容易吸收湿气。
雨天会静静地待在树洞等地方度过。","284"
"285","shroomish","蘑蘑菇","3","60","40","60","40","60","35","0.4","4.5","59","4","255","6","","285"
"286","breloom","斗笠菇","3","60","130","80","60","60","70","1.2","39.2","161","4","90","6","","286"
"287","slakoth","懒人獭","3","60","60","60","35","35","30","0.8","24.0","56","4","255","1","","287"
"288","vigoroth","过动猿","3","80","80","80","55","55","90","1.4","46.5","154","4","120","1","","288"
"289","slaking","请假王","3","150","160","100","95","65","100","2.0","130.5","252","4","45","1","","289"
"290","nincada","土居忍士","3","31","45","90","30","30","40","0.5","5.5","53","4","255","5","有时能在土里生活１０年以上。
会从树木的根部那里吸取营养。","290"
"291","ninjask","铁面忍者","3","61","90","45","50","50","160","0.8","12.0","160","4","120","5","行动十分迅速的宝可梦。
说它无论什么攻击都能避开也不夸张。
非常喜欢甘甜的树液。","291"
"292","shedinja","脱壳忍者","3","1","90","45","30","30","40","0.8","1.2","83","-1","45","5","不拍动翅膀也能四处飞行。
身体里面空空的，是一种
不呼吸的奇妙宝可梦。","292"
"293","whismur","咕妞妞","3","64","51","23","51","23","28","0.6","16.3","48","4","190","4","一旦开始喊叫，就会被自己的声音
惊吓到，然后以更大的声音
大吼大叫起来。叫累了以后就会睡着，","293"
"294","loudred","吼爆弹","3","84","71","43","71","43","48","1.0","40.5","126","4","120","4","它发出的大叫声不仅会刺激听觉，
还会压缩空气造成冲击波
将敌人吹飞给予伤害。","294"
"295","exploud","爆音怪","3","104","91","63","91","73","68","1.5","84.0","221","4","45","4","它不仅仅会大喊大叫。为了和
伙伴相互传情达意，它会从
身体的洞里发出各种各样的音色。","295"
"296","makuhita","幕下力士","3","72","60","30","20","30","25","1.0","86.4","47","2","180","6","据说为了培育强大的幕下力士，
存在着一种训练家们按传统
手法制作的火锅料理。","296"
"297","hariyama","铁掌力士","3","144","120","60","40","60","50","2.3","253.8","166","2","200","6","体型粗壮的铁掌力士未必强大。
即便身型矮小，也有身轻如燕，
擅长巧力的铁掌力士。","297"
"298","azurill","露力丽","3","50","20","40","20","40","20","0.2","2.0","38","6","150","3","虽然是种性情温顺的宝可梦，
但生起气来，便会嗖嗖地挥舞起
尾巴上的大球来猛烈击打对手。","298"
"299","nosepass","朝北鼻","3","30","45","135","45","90","30","1.0","97.0","75","4","255","2","它会一动不动地用强力的
磁力将猎物吸过来狩猎。
但有时也会吸到天敌。","299"
"300","skitty","向尾喵","3","50","45","45","35","35","50","0.6","11.0","52","6","255","3","","300"
"301","delcatty","优雅猫","3","70","65","65","55","55","90","1.1","32.6","140","6","60","3","","301"
"302","sableye","勾魂眼","3","50","75","75","65","65","50","0.5","11.0","133","4","45","4","会去吃宝石的结晶。
双眼在漆黑一片的地方
会发出宝石的光芒。","302"
"303","mawile","大嘴娃","3","50","85","85","55","55","50","0.6","11.5","133","4","45","3","大嘴娃能用自己那由钢角
变化而成的巨大颚部
将对手一口紧紧咬住。","303"
"304","aron","可可多拉","3","50","70","100","40","40","30","0.4","60.0","66","4","180","1","进化的时候，钢铁盔甲会
全部脱落。人们曾经
将其捡来活用于生活。","304"
"305","lairon","可多拉","3","60","90","140","50","50","40","0.9","120.0","151","4","90","1","会用钢铁之躯互相撞击
来争夺地盘。仔细看会发现
钢铁盔甲上有伤痕和凹陷。","305"
"306","aggron","波士可多拉","3","70","110","180","60","60","50","2.1","360.0","239","4","45","1","很久以前，有位国王由于希望
像波士可多拉一样强大而戴上了
模仿它的头部制成的头盔。","306"
"307","meditite","玛沙那","3","30","40","55","40","55","60","0.6","11.2","56","4","180","2","","307"
"308","medicham","恰雷姆","3","60","60","75","60","75","80","1.3","31.5","144","4","90","2","","308"
"309","electrike","落雷兽","3","40","45","40","65","40","65","0.6","15.2","59","4","120","1","会在体毛中储存静电。
在空气干燥的季节
会从全身散发出火花。","309"
"310","manectric","雷电兽","3","70","75","60","105","60","105","1.5","40.2","166","4","45","1","极少出现在人前。
据说它的住所就在雷电落下的地方。","310"
"311","plusle","正电拍拍","3","60","50","40","85","75","95","0.4","4.2","142","4","200","2","","311"
"312","minun","負电拍拍","3","60","40","50","75","85","95","0.4","4.2","142","4","200","2","","312"
"313","volbeat","电萤虫","3","65","73","75","47","85","85","0.7","17.7","151","0","150","5","","313"
"314","illumise","甜甜萤","3","65","47","75","73","85","85","0.6","17.7","151","8","150","6","","314"
"315","roselia","毒蔷薇","3","50","60","45","100","80","65","0.3","2.0","140","4","150","4","会用右手和左手分别放出
２种不同的毒来进行攻击。
香气越浓越有精神。","315"
"316","gulpin","溶食兽","3","70","43","53","43","53","40","0.4","10.3","60","4","225","6","","316"
"317","swalot","吞食兽","3","100","73","83","73","83","55","1.7","80.0","163","4","75","6","","317"
"318","carvanha","利牙鱼","3","45","90","20","65","20","65","0.8","20.8","61","4","225","1","拥有锋利的牙齿和
结实的下颚。水手们绝不会
主动靠近利牙鱼的栖息地。","318"
"319","sharpedo","巨牙鲨","3","70","120","40","95","40","95","1.8","88.8","161","4","60","1","被称为大海恶霸。
进入它栖息海域的船只
会无一例外地遭到袭击。","319"
"320","wailmer","吼吼鲸","3","130","70","35","70","35","60","2.0","130.0","80","4","125","6","喝入大量的海水之后，
身体会鼓成像球一样。
每天要吃掉１吨的食物。","320"
"321","wailord","吼鲸王","3","170","90","45","90","45","60","14.5","398.0","175","4","60","6","总之，因为超级巨大而受欢迎。
观看吼鲸王在各地都是
非常受欢迎的游览项目。","321"
"322","numel","呆火驼","3","60","60","40","65","45","35","0.7","24.0","61","4","255","2","","322"
"323","camerupt","喷火驼","3","70","100","70","105","75","40","1.9","220.0","161","4","150","2","","323"
"324","torkoal","煤炭龟","3","70","85","140","85","70","20","0.5","80.4","165","4","90","2","在弃用的煤矿中
住着很多煤炭龟，
它们会不停地挖掘煤炭。","324"
"325","spoink","跳跳猪","3","60","25","35","70","80","60","0.7","30.6","66","4","255","3","","325"
"326","grumpig","噗噗猪","3","80","45","65","90","110","80","0.9","71.5","165","4","60","3","","326"
"327","spinda","晃晃斑","3","60","60","60","60","60","60","1.1","5.0","126","4","255","3","每一只身上的斑点花纹都不同。
会用晃晃悠悠的动作
绝妙地躲避对手的攻击。","327"
"328","trapinch","大颚蚁","3","45","100","45","45","45","10","0.7","15.0","58","4","255","4","建造了绝对无法逃脱的
捣蒜钵状巢穴，并在巢穴里
等着猎物自己掉进来。","328"
"329","vibrava","超音波幼虫","3","50","70","50","50","50","70","1.1","15.3","119","4","120","4","为了让翅膀成长，
每天要用消化液溶化
并吸食大量的猎物。","329"
"330","flygon","沙漠蜻蜓","3","80","100","80","80","80","100","2.0","82.0","234","4","45","4","由于它挥动翅膀的声音
好似女性优美的歌声，
因此被称为沙漠精灵。","330"
"331","cacnea","刺球仙人掌","3","50","85","40","85","40","35","0.4","51.3","67","4","190","4","","331"
"332","cacturne","梦歌仙人掌","3","70","115","60","115","60","55","1.3","77.4","166","4","60","4","","332"
"333","swablu","青绵鸟","3","45","40","60","40","75","50","0.4","1.2","62","4","255","5","看起来像是一团棉花云，因此
不易被敌人发现。据说翅膀是
随着世代演进逐渐变白的。","333"
"334","altaria","七夕青鸟","3","75","70","90","70","105","80","1.1","20.6","172","4","45","5","虽然性情温顺，但如果被惹怒，
就会用尖锐的叫声威吓对方，
并且毫不留情地发动进攻。","334"
"335","zangoose","猫鼬斩","3","73","115","60","60","60","90","1.3","40.3","160","4","90","5","","335"
"336","seviper","饭匙蛇","3","73","100","60","100","60","65","2.7","52.5","160","4","90","6","","336"
"337","lunatone","月石","3","90","55","65","95","85","70","1.0","168.0","161","-1","45","3","第一次发现它是在
４０年前陨石坠落的地方。
只要注视敌人就能使其入睡。","337"
"338","solrock","太阳岩","3","90","95","85","55","65","70","1.2","154.0","161","-1","45","3","太阳能量是其力量之源，
所以白天会很强。
旋转时身体会发光。","338"
"339","barboach","泥泥鳅","3","50","48","43","46","41","60","0.4","1.9","58","4","190","2","会用２根长长的胡须
探索浑浊的河底。
用湿滑的粘膜保护着身体。","339"
"340","whiscash","鲶鱼王","3","110","78","73","76","71","60","0.9","23.6","164","4","75","2","会将大沼泽划为自己的领地。
如果有敌人接近的话，它就会狂暴起来，
并引发大地震。","340"
"341","corphish","龙虾小兵","3","43","80","65","50","35","35","0.6","11.5","62","4","205","6","来自于外国的宝可梦，
现在已经回归了野生环境。
不管多么污浊的河水都能适应。","341"
"342","crawdaunt","铁螯龙虾","3","63","120","85","90","55","55","1.1","32.8","164","4","155","6","有着热爱战斗的性格。
当遇到靠近自己领地的对手，
会毫不留情地将之打倒。","342"
"343","baltoy","天秤偶","3","40","40","55","40","70","55","0.5","21.5","60","-1","255","2","在古代遗迹被发现。
会一边旋转一边移动。
晚上睡觉的时候也是单脚站着。","343"
"344","claydol","念力土偶","3","60","70","105","70","120","75","1.5","108.0","175","-1","90","2","似乎是从古代人做的
泥偶诞生而来的宝可梦。
能靠念力浮在空中移动。","344"
